"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36005022200",3425,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005022300",5047,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005022401",2708,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005022403",3188,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005022404",4509,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005022500",7698,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005022701",5196,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005022702",1699,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005022703",1556,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005022800",6218,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005022901",5370,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005022902",3273,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005023000",2950,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005023100",1537,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005023200",2661,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005023301",4377,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005023302",3415,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005023501",3341,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005023502",4386,"KIDNEY",5.2,"Chronic Kidney Disease"
"3651000-36005023600",1907,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005023702",1241,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005023703",5253,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005023704",3758,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005023800",2615,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005023900",8348,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005024000",3882,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005024100",6182,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005024300",5685,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005024400",2120,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005024501",4864,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005024502",3640,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005024600",2058,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36005024700",1764,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005024800",3363,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005025000",2383,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005025100",6802,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005025200",2530,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005025300",6332,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005025400",1959,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005025500",6529,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005025600",1663,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005025700",1912,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005026100",1932,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005026300",6984,"KIDNEY",5,"Chronic Kidney Disease"
"3651000-36005026400",4935,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005026500",6942,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005026601",2911,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005026602",5301,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005026701",4037,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005026702",7040,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005026900",3777,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005027300",7942,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005027401",4785,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005027402",3386,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005027600",473,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005027700",5065,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005027900",6966,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005028100",3794,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005028300",3149,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005028400",894,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005028500",3307,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005028600",1191,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005028700",3178,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005028800",3097,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005028900",4502,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005029301",1875,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005029302",5052,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005029500",4240,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36005029600",2549,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36005029700",3554,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005030000",5838,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005030100",1304,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005030200",8887,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005030701",5378,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005030900",3891,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005031000",4415,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005031200",1524,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005031400",1966,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005031600",1863,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005031800",1810,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005031900",751,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36005032300",4904,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005032400",2957,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005032600",3154,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005032800",3979,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005033000",5696,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005033201",4115,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005033202",4167,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005033400",1351,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005033500",2178,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005033600",6188,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005033700",2357,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36005033800",3818,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005034000",4618,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005034200",1675,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36005034300",1649,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005034400",1736,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005034500",3566,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005034800",6129,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005035000",1925,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005035100",3186,"KIDNEY",2,"Chronic Kidney Disease"
"3651000-36005035600",2027,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005035800",7166,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005035900",2061,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005036000",2706,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005036100",6019,"KIDNEY",5.1,"Chronic Kidney Disease"
"3651000-36005036300",7509,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005036400",2557,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005036501",3965,"KIDNEY",3.9,"Chronic Kidney Disease"
"3651000-36005036502",2423,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005036700",2599,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005036800",2011,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005036901",2005,"KIDNEY",5.6,"Chronic Kidney Disease"
"3651000-36005036902",2119,"KIDNEY",4.3,"Chronic Kidney Disease"
"3651000-36005037000",2303,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005037100",4241,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005037200",2222,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005037300",5318,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005037400",3441,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005037504",3677,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005037600",2148,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005037800",3048,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005037900",5093,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005038000",4585,"KIDNEY",4.5,"Chronic Kidney Disease"
"3651000-36005038100",6382,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005038200",2596,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005038301",4797,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005038302",6106,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005038500",4758,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005038600",7409,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005038700",3216,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005038800",2606,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005038900",5325,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005039000",2975,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005039100",6992,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005039200",1781,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005039300",8143,"KIDNEY",4.4,"Chronic Kidney Disease"
"3651000-36005039400",4573,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005039500",4146,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005039600",3756,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005039700",3702,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36005039800",3090,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005039901",5228,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005039902",5279,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005040100",4593,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36005040302",4386,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005040303",4478,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005040304",3794,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005040400",3016,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005040501",4397,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005040502",6863,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005040600",3490,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005040701",3347,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005040702",6652,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005040800",4263,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005040900",3637,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005041100",2931,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005041300",7384,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005041400",5027,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005041500",5461,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005041800",3598,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005041900",6734,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005042000",3850,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36005042100",5922,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005042200",3086,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005042300",4100,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005042400",2481,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005042500",6793,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005042600",6387,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005042800",2173,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005042901",3420,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36005042902",3845,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36005043000",2898,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36005043100",9680,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36005043400",3592,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005043600",2032,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005044200",3555,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36005044400",3878,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36005044800",2026,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36005044901",1818,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005044902",1949,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005045101",1656,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36005045102",1894,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36005045600",2896,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36005045800",6123,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005046000",2741,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36005046201",26588,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36005046202",8277,"KIDNEY",4.2,"Chronic Kidney Disease"
"3651000-36005048400",3598,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36005051600",4362,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047000100",4338,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047000200",1470,"KIDNEY",3.2,"Chronic Kidney Disease"
"3651000-36047000301",4259,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047000501",4247,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047000502",2512,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047000700",3359,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047000900",4172,"KIDNEY",1.4,"Chronic Kidney Disease"
"3651000-36047001100",84,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047001300",2275,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047001500",3521,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36047001800",2105,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36047002000",1672,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36047002100",3604,"KIDNEY",1.3,"Chronic Kidney Disease"
"3651000-36047002200",4613,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36047002300",4247,"KIDNEY",4.8,"Chronic Kidney Disease"
"3651000-36047002901",3218,"KIDNEY",4.9,"Chronic Kidney Disease"
"3651000-36047003000",1730,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047003100",2472,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047003300",2327,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047003400",3047,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047003500",1554,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36047003600",3804,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047003700",390,"KIDNEY",1.3,"Chronic Kidney Disease"
"3651000-36047003800",1498,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36047003900",2229,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047004100",3598,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36047004300",3008,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047004400",2359,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36047004500",3325,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047004600",1199,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36047004700",1445,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047004900",2516,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047005000",2276,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36047005100",2171,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047005201",1829,"KIDNEY",4.9,"Chronic Kidney Disease"
"3651000-36047005202",2481,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047005300",1888,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047005400",3139,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047005601",2505,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047005602",1586,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047005800",3152,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047005900",1384,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36047006000",2826,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047006200",2853,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047006300",1892,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047006400",3478,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047006500",5191,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047006600",3663,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047006700",3301,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047006800",4870,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36047006900",3537,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047007000",2344,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36047007100",4495,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36047007200",1946,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36047007400",5451,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36047007500",4383,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047007600",4412,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36047007700",3901,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047007800",5068,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36047008000",4169,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047008200",4141,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36047008400",3299,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047008500",6956,"KIDNEY",4.8,"Chronic Kidney Disease"
"3651000-36047008800",3207,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047009000",2994,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047009200",5388,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36047009400",5805,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047009600",6126,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36047009800",7024,"KIDNEY",3.8,"Chronic Kidney Disease"
"3651000-36047010000",6737,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36047010100",4093,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047010200",5622,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047010400",5908,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36047010600",5851,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36047010800",5280,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36047011000",2441,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047011200",6436,"KIDNEY",4,"Chronic Kidney Disease"
"3651000-36047011400",3976,"KIDNEY",4.1,"Chronic Kidney Disease"
"3651000-36047011600",4816,"KIDNEY",3.6,"Chronic Kidney Disease"
"3651000-36047011700",2364,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36047011800",2253,"KIDNEY",3.5,"Chronic Kidney Disease"
"3651000-36047011900",1530,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047012000",1268,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047012100",1619,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047012200",5339,"KIDNEY",3.7,"Chronic Kidney Disease"
"3651000-36047012600",2652,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047012700",3507,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047012801",2117,"KIDNEY",3.1,"Chronic Kidney Disease"
"3651000-36047012901",2159,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047012902",1964,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047013000",4792,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047013100",3828,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047013200",2239,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047013300",3730,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047013400",3907,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047013500",3596,"KIDNEY",1.5,"Chronic Kidney Disease"
"3651000-36047013600",3927,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047013700",3057,"KIDNEY",2.1,"Chronic Kidney Disease"
"3651000-36047013800",3168,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047013900",3481,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047014000",1826,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36047014100",3017,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047014200",3223,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047014300",3487,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047014500",4179,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047014700",2084,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047014800",1209,"KIDNEY",3.3,"Chronic Kidney Disease"
"3651000-36047014900",4976,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047015000",1574,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047015100",3578,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047015200",2309,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36047015300",3041,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047015500",3272,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047015700",4135,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047015900",5036,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047016000",4217,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047016100",3075,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047016200",2082,"KIDNEY",2.3,"Chronic Kidney Disease"
"3651000-36047016300",2991,"KIDNEY",2,"Chronic Kidney Disease"
"3651000-36047016400",764,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047016500",5141,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047016600",2059,"KIDNEY",2.5,"Chronic Kidney Disease"
"3651000-36047016700",4638,"KIDNEY",1.7,"Chronic Kidney Disease"
"3651000-36047016800",1510,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047016900",4497,"KIDNEY",2.2,"Chronic Kidney Disease"
"3651000-36047017000",3254,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047017100",3749,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047017200",2931,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047017400",1793,"KIDNEY",2.4,"Chronic Kidney Disease"
"3651000-36047017600",2295,"KIDNEY",2.8,"Chronic Kidney Disease"
"3651000-36047017800",2898,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047017900",3624,"KIDNEY",3.4,"Chronic Kidney Disease"
"3651000-36047018000",3193,"KIDNEY",2.6,"Chronic Kidney Disease"
"3651000-36047018100",3936,"KIDNEY",1.8,"Chronic Kidney Disease"
"3651000-36047018200",3163,"KIDNEY",2.9,"Chronic Kidney Disease"
"3651000-36047018300",2500,"KIDNEY",1.6,"Chronic Kidney Disease"
"3651000-36047018400",2002,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047018501",3827,"KIDNEY",4.7,"Chronic Kidney Disease"
"3651000-36047018600",2124,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047018700",1411,"KIDNEY",2,"Chronic Kidney Disease"
"3651000-36047018800",2640,"KIDNEY",2.7,"Chronic Kidney Disease"
"3651000-36047019000",4782,"KIDNEY",3,"Chronic Kidney Disease"
"3651000-36047019100",2332,"KIDNEY",1.9,"Chronic Kidney Disease"
"3651000-36047019200",2772,"KIDNEY",2.9,"Chronic Kidney Disease"
